"","time","2.5%","50%","97.5%"
"1",42,0.0428678347788136,0.951112791223307,32.6355745413123
"2",47,0.0428678347788136,0.951112791223307,32.6355745413123
"3",53,0.0428678347788136,0.951112791223307,32.6355745413123
"4",59,0.0428678347788136,0.951112791223307,32.6355745413123
"5",85,0.0428678347788136,0.951112791223307,32.6355745413123
"6",96,0.0428678347788136,0.951112791223307,32.6355745413123
"7",97,0.0428678347788136,0.951112791223307,32.6355745413123
"8",109,0.0428678347788136,0.951112791223307,32.6355745413123
"9",140,0.0428678347788136,0.951112791223307,32.6355745413123
"10",146,0.0428678347788136,0.951112791223307,32.6355745413123
"11",157,0.0428678347788136,0.951112791223307,32.6355745413123
"12",159,0.0428678347788136,0.951112791223307,32.6355745413123
"13",205,0.0428678347788136,0.951112791223307,32.6355745413123
"14",214,0.0428678347788136,0.951112791223307,32.6355745413123
"15",216,0.0428678347788136,0.951112791223307,32.6355745413123
"16",224,0.0428678347788136,0.951112791223307,32.6355745413123
"17",256,0.0428678347788136,0.951112791223307,32.6355745413123
"18",266,0.0428678347788136,0.951112791223307,32.6355745413123
"19",271,0.0428678347788136,0.951112791223307,32.6355745413123
"20",276,0.0428678347788136,0.951112791223307,32.6355745413123
"21",328,0.0428678347788136,0.951112791223307,32.6355745413123
"22",336,0.0428678347788136,0.951112791223307,32.6355745413123
"23",338,0.0428678347788136,0.951112791223307,32.6355745413123
"24",340,0.0428678347788136,0.951112791223307,32.6355745413123
"25",364,0.0428678347788136,0.951112791223307,32.6355745413123
"26",374,0.0428678347788136,0.951112791223307,32.6355745413123
"27",375,0.0428678347788136,0.951112791223307,32.6355745413123
"28",382,0.0428678347788136,0.951112791223307,32.6355745413123
"29",432,0.0428678347788136,0.951112791223307,32.6355745413123
"30",444,0.0428678347788136,0.951112791223307,32.6355745413123
"31",453,0.0428678347788136,0.951112791223307,32.6355745413123
"32",464,0.0428678347788136,0.951112791223307,32.6355745413123
"33",510,0.0428678347788136,0.951112791223307,32.6355745413123
"34",513,0.0428678347788136,0.951112791223307,32.6355745413123
"35",528,0.0428678347788136,0.951112791223307,32.6355745413122
"36",565,0.0428678347788136,0.951112791223307,32.6355745413123
"37",580,0.0428678347788136,0.951112791223307,32.6355745413123
"38",581,0.0428678347788136,0.951112791223307,32.6355745413123
"39",587,0.0428678347788136,0.951112791223307,32.6355745413123
"40",628,0.0428678347788136,0.951112791223307,32.6355745413123
"41",629,0.0428678347788136,0.951112791223307,32.6355745413123
"42",639,0.0428678347788136,0.951112791223307,32.6355745413123
"43",644,0.0428678347788136,0.951112791223307,32.6355745413123
"44",680,0.0428678347788136,0.951112791223307,32.6355745413123
"45",686,0.0428678347788136,0.951112791223307,32.6355745413123
"46",699,0.0428678347788136,0.951112791223307,32.6355745413123
"47",715,0.0428678347788136,0.951112791223307,32.6355745413123
"48",768,0.0428678347788136,0.951112791223307,32.6355745413123
"49",780,0.0428678347788136,0.951112791223307,32.6355745413123
"50",786,0.0428678347788136,0.951112791223307,32.6355745413123
"51",850,0.0428678347788136,0.951112791223307,32.6355745413123
"52",980,0.0428678347788136,0.951112791223307,32.6355745413123
"53",997,0.0428678347788136,0.951112791223307,32.6355745413123
"54",1014,0.0428678347788136,0.951112791223307,32.6355745413123
"55",1052,0.0428678347788136,0.951112791223307,32.6355745413123
"56",1134,0.0428678347788136,0.951112791223307,32.6355745413123
"57",1176,0.0428678347788136,0.951112791223307,32.6355745413123
"58",1188,0.0428678347788136,0.951112791223307,32.6355745413123
"59",1226,0.0428678347788136,0.951112791223307,32.6355745413123
"60",1348,0.0428678347788136,0.951112791223307,32.6355745413123
"61",1356,0.0428678347788136,0.951112791223307,32.6355745413123
"62",1377,0.0428678347788136,0.951112791223307,32.6355745413123
"63",1389,0.0428678347788136,0.951112791223307,32.6355745413123
"64",1519,0.0428678347788136,0.951112791223307,32.6355745413123
"65",1526,0.0428678347788136,0.951112791223307,32.6355745413123
"66",1564,0.0428678347788136,0.951112791223307,32.6355745413123
"67",1592,0.0428678347788136,0.951112791223307,32.6355745413123
"68",1676,0.0428678347788136,0.951112791223307,32.6355745413123
"69",1721,0.0428678347788136,0.951112791223307,32.6355745413123
"70",1755,0.0428678347788136,0.951112791223307,32.6355745413123
"71",1806,0.0428678347788136,0.951112791223307,32.6355745413123
"72",1823,0.0428678347788136,0.951112791223307,32.6355745413123
"73",1841,0.0428678347788136,0.951112791223307,32.6355745413123
"74",1848,0.0428678347788136,0.951112791223307,32.6355745413123
